date,batch_id,product_name,supplier,customer,quantity_produced,quantity_sold,stock_remaining,expiry_date,waste_quantity,defect_count,temperature,delivery_status,delivery_delay_days,revenue,feedback_text,rating
2026-03-04,BATCH-1334,Baby Leaf,Farm A,Restaurant Group,425,364,61,2026-03-08,11,39,6.0,Delayed,2,603.28,Packaging was damaged during transport,5
2026-02-07,BATCH-1335,Lettuce,Farm B,Distributor X,2640,139,2501,2026-02-13,81,12,6.4,Delivered,3,443.57,Delivery was late but product quality was acceptable,4
2026-02-17,BATCH-1336,Spinach,Farm D,Distributor X,426,147,279,2026-02-25,3,24,5.1,Delayed,0,678.35,Fresh product and good packaging,5
2026-04-23,BATCH-1337,Lettuce,Farm B,Restaurant Group,1178,1116,62,2026-05-01,53,3,7.8,Delayed,0,4570.7,Clean product and satisfied customer,4
2026-03-07,BATCH-1338,Lettuce,Farm C,Supermarket A,1957,1574,383,2026-03-14,225,15,3.7,Delivered,1,7704.33,Late delivery and poor product freshness,1
2026-04-23,BATCH-1339,Mixed Salad,Farm D,Distributor X,1429,1005,424,2026-04-28,176,30,5.4,Delivered,1,4984.62,Good quality but delivery delay,5
2026-02-04,BATCH-1340,Lettuce,Farm A,Supermarket A,582,505,77,2026-02-12,41,19,4.3,Delivered,1,1226.54,Fresh product and good packaging,5
2026-04-12,BATCH-1341,Mixed Salad,Farm B,Distributor X,1551,208,1343,2026-04-16,12,38,2.0,Delayed,0,823.41,Packaging was damaged during transport,2
2026-01-01,BATCH-1342,Rucola,Farm B,Distributor X,921,610,311,2026-01-07,95,28,6.2,Delayed,0,2354.84,Spoiled leaves and bad smell reported,1
2026-03-20,BATCH-1343,Rucola,Farm D,Restaurant Group,1690,727,963,2026-03-25,222,22,5.8,Delayed,0,3260.91,Good quality but delivery delay,1
2026-03-16,BATCH-1344,Spinach,Farm D,Supermarket A,2986,1966,1020,2026-03-25,270,11,6.3,Delayed,0,7134.85,Late delivery and poor product freshness,3
2026-02-26,BATCH-1345,Mixed Salad,Farm D,Restaurant Group,1491,1444,47,2026-03-05,114,10,5.4,Delivered,0,3231.29,Very fresh and reliable supplier,5
2026-02-03,BATCH-1346,Spinach,Farm B,Supermarket A,623,506,117,2026-02-09,63,7,6.7,Delivered,2,1370.14,Fresh product and good packaging,5
2026-01-04,BATCH-1347,Mixed Salad,Farm C,Distributor X,1673,1186,487,2026-01-06,5,18,3.2,Delayed,1,4351.03,Spoiled leaves and bad smell reported,3
2026-01-03,BATCH-1348,Baby Leaf,Farm D,Restaurant Group,2424,2205,219,2026-01-12,104,35,5.7,Delayed,2,5714.43,Delivery was late but product quality was acceptable,3
2026-04-01,BATCH-1349,Spinach,Farm D,Supermarket A,1096,1037,59,2026-04-09,113,3,3.2,Delivered,0,2426.54,Late delivery and poor product freshness,4
2026-03-29,BATCH-1350,Baby Leaf,Farm A,Distributor X,2719,1498,1221,2026-04-01,66,23,4.8,Delayed,0,6185.42,Late delivery and poor product freshness,2
2026-02-05,BATCH-1351,Mixed Salad,Farm B,Distributor X,351,104,247,2026-02-14,48,14,4.8,Delivered,0,246.8,Excellent quality and fast delivery,2
2026-02-04,BATCH-1352,Lettuce,Farm C,Distributor X,339,314,25,2026-02-13,0,24,6.4,Delivered,1,1134.57,Poor freshness and damaged packaging,1
2026-01-03,BATCH-1353,Baby Leaf,Farm A,Restaurant Group,1692,545,1147,2026-01-09,142,14,4.6,Delivered,3,1039.88,Spoiled leaves and bad smell reported,1
2026-01-12,BATCH-1354,Lettuce,Farm C,Restaurant Group,1526,570,956,2026-01-18,219,34,5.4,Delivered,3,2647.28,Excellent quality and fast delivery,2
2026-01-30,BATCH-1355,Mixed Salad,Farm A,Supermarket A,1208,602,606,2026-02-02,180,36,2.7,Delivered,1,1355.36,Good quality but delivery delay,3
2026-01-07,BATCH-1356,Lettuce,Farm C,Restaurant Group,1737,1572,165,2026-01-11,107,11,7.2,Delivered,2,6474.38,Clean product and satisfied customer,4
2026-01-25,BATCH-1357,Spinach,Farm A,Distributor X,2704,714,1990,2026-01-28,246,30,2.3,Delayed,0,2215.36,Late delivery and poor product freshness,5
2026-01-08,BATCH-1358,Spinach,Farm B,Restaurant Group,2632,860,1772,2026-01-14,334,16,2.5,Delivered,0,3679.73,Fresh product and good packaging,1
2026-01-01,BATCH-1359,Rucola,Farm B,Supermarket A,2849,1776,1073,2026-01-10,77,5,5.4,Delayed,2,3531.75,Clean product and satisfied customer,5
2026-04-02,BATCH-1360,Baby Leaf,Farm D,Distributor X,468,340,128,2026-04-07,5,4,7.6,Delivered,2,1142.57,Very fresh and reliable supplier,5
2026-01-29,BATCH-1361,Mixed Salad,Farm D,Restaurant Group,589,297,292,2026-02-01,3,16,7.6,Delayed,0,678.33,Packaging was damaged during transport,3
2026-02-25,BATCH-1362,Mixed Salad,Farm A,Distributor X,2998,1103,1895,2026-03-01,403,35,6.1,Delayed,3,1835.12,Late delivery and poor product freshness,5
2026-04-12,BATCH-1363,Rucola,Farm C,Supermarket A,2610,1173,1437,2026-04-19,313,13,3.7,Delivered,2,2941.91,Late delivery and poor product freshness,3
2026-02-08,BATCH-1364,Lettuce,Farm A,Restaurant Group,931,289,642,2026-02-13,95,1,5.3,Delayed,3,941.71,Good quality but delivery delay,5
2026-02-22,BATCH-1365,Mixed Salad,Farm C,Restaurant Group,2830,975,1855,2026-02-28,312,15,4.4,Delayed,1,3275.54,Spoiled leaves and bad smell reported,5
2026-01-26,BATCH-1366,Baby Leaf,Farm C,Supermarket A,622,270,352,2026-02-02,5,3,6.6,Delayed,3,814.91,Late delivery and poor product freshness,2
2026-01-23,BATCH-1367,Lettuce,Farm B,Distributor X,656,301,355,2026-01-31,66,10,6.3,Delayed,3,793.2,Fresh product and good packaging,1
2026-02-05,BATCH-1368,Mixed Salad,Farm B,Supermarket A,2663,825,1838,2026-02-10,149,10,4.7,Delayed,2,4118.14,Packaging was damaged during transport,1
2026-04-11,BATCH-1369,Spinach,Farm C,Supermarket A,2360,940,1420,2026-04-19,68,22,4.5,Delayed,1,1972.38,Good quality but delivery delay,2
2026-02-10,BATCH-1370,Rucola,Farm A,Restaurant Group,1216,705,511,2026-02-14,115,33,2.5,Delivered,2,3105.9,Clean product and satisfied customer,5
2026-04-22,BATCH-1371,Spinach,Farm D,Supermarket A,2750,1571,1179,2026-04-25,53,10,4.5,Delivered,1,7073.97,Very fresh and reliable supplier,1
2026-01-11,BATCH-1372,Spinach,Farm D,Supermarket A,690,530,160,2026-01-16,102,1,2.4,Delivered,2,1845.06,Late delivery and poor product freshness,4
2026-04-17,BATCH-1373,Rucola,Farm C,Supermarket A,340,142,198,2026-04-19,35,20,2.5,Delayed,3,309.04,Clean product and satisfied customer,5
2026-03-13,BATCH-1374,Spinach,Farm C,Supermarket A,275,200,75,2026-03-18,36,28,4.0,Delayed,2,670.96,Delivery was late but product quality was acceptable,5
2026-01-13,BATCH-1375,Lettuce,Farm A,Supermarket A,263,126,137,2026-01-20,35,1,4.5,Delayed,1,214.0,Poor freshness and damaged packaging,5
2026-04-10,BATCH-1376,Baby Leaf,Farm C,Restaurant Group,670,133,537,2026-04-17,92,35,7.3,Delayed,2,337.89,Packaging was damaged during transport,3
2026-04-10,BATCH-1377,Lettuce,Farm C,Distributor X,1773,681,1092,2026-04-12,147,8,5.3,Delayed,1,1129.46,Packaging was damaged during transport,3
2026-03-23,BATCH-1378,Baby Leaf,Farm D,Restaurant Group,477,423,54,2026-03-29,41,8,2.9,Delivered,3,2081.36,Delivery was late but product quality was acceptable,1
2026-02-03,BATCH-1379,Mixed Salad,Farm C,Supermarket A,1412,514,898,2026-02-12,65,9,4.6,Delayed,3,1786.05,Packaging was damaged during transport,5
2026-03-29,BATCH-1380,Baby Leaf,Farm D,Distributor X,2376,1006,1370,2026-04-01,305,11,2.2,Delivered,2,5001.7,Fresh product and good packaging,4
2026-03-07,BATCH-1381,Spinach,Farm B,Distributor X,2865,2858,7,2026-03-10,295,10,7.1,Delayed,2,11053.87,Fresh product and good packaging,2
2026-03-11,BATCH-1382,Lettuce,Farm B,Supermarket A,855,415,440,2026-03-20,124,9,6.2,Delayed,0,1530.79,Good quality but delivery delay,2
2026-03-13,BATCH-1383,Baby Leaf,Farm B,Supermarket A,620,345,275,2026-03-18,26,15,4.0,Delayed,0,1639.1,Late delivery and poor product freshness,1
2026-02-12,BATCH-1384,Spinach,Farm D,Supermarket A,2081,300,1781,2026-02-15,175,19,4.9,Delayed,0,1156.49,Poor freshness and damaged packaging,3
2026-04-27,BATCH-1385,Spinach,Farm A,Distributor X,1894,668,1226,2026-05-02,100,27,3.0,Delivered,3,1850.12,Spoiled leaves and bad smell reported,2
2026-01-31,BATCH-1386,Spinach,Farm D,Restaurant Group,873,227,646,2026-02-09,35,35,6.4,Delivered,3,1130.56,Late delivery and poor product freshness,1
2026-01-23,BATCH-1387,Spinach,Farm B,Distributor X,363,247,116,2026-01-31,31,15,3.3,Delayed,0,918.34,Packaging was damaged during transport,4
2026-04-13,BATCH-1388,Baby Leaf,Farm C,Restaurant Group,1560,1104,456,2026-04-22,14,16,7.0,Delivered,3,4166.78,Poor freshness and damaged packaging,3
2026-02-10,BATCH-1389,Rucola,Farm A,Distributor X,1046,142,904,2026-02-14,16,27,3.5,Delayed,1,481.53,Late delivery and poor product freshness,5
2026-02-04,BATCH-1390,Rucola,Farm A,Restaurant Group,2538,1768,770,2026-02-12,94,21,6.0,Delivered,3,4048.8,Late delivery and poor product freshness,1
2026-02-04,BATCH-1391,Mixed Salad,Farm C,Distributor X,2078,707,1371,2026-02-11,53,25,2.4,Delayed,1,2208.21,Very fresh and reliable supplier,5
2026-01-08,BATCH-1392,Spinach,Farm A,Restaurant Group,328,180,148,2026-01-17,28,32,5.8,Delivered,0,634.45,Poor freshness and damaged packaging,5
2026-04-09,BATCH-1393,Mixed Salad,Farm B,Distributor X,1902,1895,7,2026-04-16,172,12,6.0,Delivered,1,4882.19,Spoiled leaves and bad smell reported,5
2026-02-02,BATCH-1394,Lettuce,Farm D,Restaurant Group,1266,310,956,2026-02-05,114,25,3.8,Delivered,3,1302.09,Late delivery and poor product freshness,3
2026-01-07,BATCH-1395,Lettuce,Farm C,Distributor X,1774,534,1240,2026-01-15,153,26,7.6,Delayed,2,1308.97,Clean product and satisfied customer,4
2026-01-17,BATCH-1396,Rucola,Farm C,Distributor X,1592,1343,249,2026-01-22,117,6,5.8,Delivered,3,2907.29,Very fresh and reliable supplier,4
2026-03-17,BATCH-1397,Baby Leaf,Farm D,Supermarket A,1852,1544,308,2026-03-23,88,3,4.4,Delivered,2,4770.41,Clean product and satisfied customer,1
2026-02-01,BATCH-1398,Spinach,Farm D,Distributor X,2676,890,1786,2026-02-09,312,25,6.9,Delivered,2,1573.99,Delivery was late but product quality was acceptable,4
2026-04-12,BATCH-1399,Lettuce,Farm A,Supermarket A,919,849,70,2026-04-20,109,24,4.5,Delayed,2,3233.77,Clean product and satisfied customer,4
2026-03-22,BATCH-1400,Spinach,Farm A,Supermarket A,2464,1972,492,2026-03-25,137,6,5.2,Delayed,1,8950.1,Fresh product and good packaging,1
2026-01-11,BATCH-1401,Lettuce,Farm A,Distributor X,1411,1029,382,2026-01-18,3,0,2.3,Delayed,0,1898.59,Late delivery and poor product freshness,5
2026-04-05,BATCH-1402,Lettuce,Farm C,Distributor X,2539,2069,470,2026-04-09,31,13,2.9,Delayed,3,9467.11,Delivery was late but product quality was acceptable,3
2026-03-01,BATCH-1403,Rucola,Farm C,Restaurant Group,2507,520,1987,2026-03-04,38,3,3.2,Delayed,2,2220.37,Poor freshness and damaged packaging,2
2026-01-29,BATCH-1404,Baby Leaf,Farm A,Distributor X,892,354,538,2026-02-01,89,22,4.0,Delayed,1,1278.53,Late delivery and poor product freshness,3
2026-01-18,BATCH-1405,Rucola,Farm B,Supermarket A,2854,1480,1374,2026-01-21,228,11,7.7,Delivered,2,7309.46,Spoiled leaves and bad smell reported,4
2025-12-31,BATCH-1406,Mixed Salad,Farm B,Supermarket A,1764,1284,480,2026-01-08,257,38,4.3,Delayed,1,4619.98,Excellent quality and fast delivery,4
2026-03-22,BATCH-1407,Rucola,Farm D,Distributor X,1644,1309,335,2026-03-30,121,10,7.0,Delayed,3,3581.24,Late delivery and poor product freshness,2
2026-03-16,BATCH-1408,Spinach,Farm A,Distributor X,582,233,349,2026-03-18,84,15,7.2,Delivered,3,688.03,Delivery was late but product quality was acceptable,1
2026-04-20,BATCH-1409,Baby Leaf,Farm C,Supermarket A,1153,528,625,2026-04-23,52,31,7.0,Delivered,2,1482.8,Packaging was damaged during transport,5
2026-01-08,BATCH-1410,Spinach,Farm D,Supermarket A,1610,1462,148,2026-01-16,34,5,4.3,Delayed,0,7066.51,Delivery was late but product quality was acceptable,2
2026-02-04,BATCH-1411,Baby Leaf,Farm C,Supermarket A,374,278,96,2026-02-13,22,15,5.4,Delayed,0,959.81,Spoiled leaves and bad smell reported,1
2026-02-17,BATCH-1412,Spinach,Farm A,Restaurant Group,2262,938,1324,2026-02-26,112,36,4.7,Delayed,2,3341.39,Late delivery and poor product freshness,1
2026-01-30,BATCH-1413,Rucola,Farm A,Restaurant Group,505,111,394,2026-02-06,40,35,4.1,Delivered,1,432.36,Good quality but delivery delay,2
2026-02-26,BATCH-1414,Mixed Salad,Farm D,Distributor X,1364,757,607,2026-02-28,91,26,6.6,Delivered,3,2865.55,Fresh product and good packaging,4
2026-03-14,BATCH-1415,Mixed Salad,Farm B,Restaurant Group,1472,1093,379,2026-03-23,23,38,4.4,Delivered,0,2010.44,Clean product and satisfied customer,2
2026-01-08,BATCH-1416,Spinach,Farm C,Distributor X,1289,912,377,2026-01-13,113,10,7.1,Delivered,0,3561.85,Clean product and satisfied customer,5
2026-03-16,BATCH-1417,Rucola,Farm C,Distributor X,1951,332,1619,2026-03-24,213,22,2.1,Delivered,1,1439.76,Fresh product and good packaging,3
2026-04-01,BATCH-1418,Rucola,Farm A,Restaurant Group,891,352,539,2026-04-05,97,34,4.8,Delayed,0,1290.13,Clean product and satisfied customer,4
2026-01-07,BATCH-1419,Baby Leaf,Farm B,Distributor X,618,543,75,2026-01-15,85,20,4.6,Delivered,0,1591.97,Clean product and satisfied customer,3
2026-02-24,BATCH-1420,Baby Leaf,Farm C,Restaurant Group,1118,451,667,2026-03-04,148,38,5.3,Delivered,3,1008.15,Delivery was late but product quality was acceptable,3
2026-03-18,BATCH-1421,Lettuce,Farm C,Restaurant Group,1358,1173,185,2026-03-22,136,30,3.2,Delayed,3,2295.29,Fresh product and good packaging,4
2026-01-18,BATCH-1422,Rucola,Farm D,Supermarket A,2876,1727,1149,2026-01-21,24,5,7.4,Delivered,1,3142.42,Excellent quality and fast delivery,3
2025-12-31,BATCH-1423,Mixed Salad,Farm B,Supermarket A,1578,1348,230,2026-01-05,124,23,5.1,Delayed,0,2948.12,Fresh product and good packaging,4
2026-01-12,BATCH-1424,Spinach,Farm A,Distributor X,544,499,45,2026-01-20,24,15,3.8,Delivered,0,1320.34,Fresh product and good packaging,2
2026-02-08,BATCH-1425,Spinach,Farm A,Supermarket A,1662,1525,137,2026-02-14,133,20,4.6,Delayed,0,2722.91,Packaging was damaged during transport,2
2026-04-19,BATCH-1426,Lettuce,Farm B,Supermarket A,2789,2140,649,2026-04-21,14,3,5.9,Delivered,0,9191.93,Poor freshness and damaged packaging,1
2026-04-13,BATCH-1427,Rucola,Farm D,Supermarket A,342,198,144,2026-04-21,4,19,6.8,Delivered,1,862.54,Poor freshness and damaged packaging,2
2026-01-10,BATCH-1428,Mixed Salad,Farm D,Distributor X,1318,716,602,2026-01-17,8,29,3.5,Delivered,0,1420.14,Poor freshness and damaged packaging,5
2026-04-17,BATCH-1429,Lettuce,Farm D,Supermarket A,748,173,575,2026-04-22,70,1,6.1,Delayed,2,635.13,Packaging was damaged during transport,5
2026-04-06,BATCH-1430,Rucola,Farm C,Restaurant Group,378,296,82,2026-04-11,43,16,3.1,Delivered,0,887.6,Very fresh and reliable supplier,3
2026-03-02,BATCH-1431,Lettuce,Farm D,Supermarket A,793,686,107,2026-03-06,85,18,5.1,Delayed,3,2978.8,Good quality but delivery delay,4
2026-04-14,BATCH-1432,Rucola,Farm C,Restaurant Group,416,134,282,2026-04-19,6,29,4.0,Delivered,3,429.02,Late delivery and poor product freshness,3
2026-02-16,BATCH-1433,Lettuce,Farm C,Restaurant Group,1955,1715,240,2026-02-18,190,12,7.2,Delayed,1,4215.37,Clean product and satisfied customer,2
2026-02-01,BATCH-1434,Rucola,Farm B,Distributor X,2381,2044,337,2026-02-04,114,33,2.4,Delivered,1,3102.77,Delivery was late but product quality was acceptable,2
2026-03-12,BATCH-1435,Mixed Salad,Farm D,Distributor X,2268,665,1603,2026-03-17,111,31,6.7,Delivered,0,3293.73,Late delivery and poor product freshness,4
2026-03-25,BATCH-1436,Baby Leaf,Farm D,Distributor X,578,486,92,2026-03-29,0,26,3.3,Delivered,3,1059.9,Very fresh and reliable supplier,5
2026-03-27,BATCH-1437,Lettuce,Farm A,Supermarket A,889,674,215,2026-03-31,126,16,4.8,Delivered,3,2967.94,Poor freshness and damaged packaging,3
2026-01-03,BATCH-1438,Baby Leaf,Farm A,Distributor X,646,467,179,2026-01-11,16,23,2.8,Delayed,1,1201.15,Excellent quality and fast delivery,3
2026-04-14,BATCH-1439,Mixed Salad,Farm B,Distributor X,761,346,415,2026-04-20,104,33,6.7,Delayed,0,687.64,Poor freshness and damaged packaging,1
2026-04-16,BATCH-1440,Lettuce,Farm B,Supermarket A,1224,645,579,2026-04-22,97,17,4.6,Delivered,2,2108.71,Good quality but delivery delay,3
2026-03-06,BATCH-1441,Rucola,Farm D,Restaurant Group,2633,1480,1153,2026-03-12,339,20,4.5,Delayed,2,6856.39,Excellent quality and fast delivery,2
2026-01-06,BATCH-1442,Spinach,Farm C,Restaurant Group,1138,947,191,2026-01-11,84,38,3.9,Delayed,0,4720.86,Spoiled leaves and bad smell reported,5
2026-04-09,BATCH-1443,Mixed Salad,Farm A,Supermarket A,2695,1651,1044,2026-04-18,200,4,7.2,Delayed,0,5676.77,Clean product and satisfied customer,2
2026-03-05,BATCH-1444,Mixed Salad,Farm B,Supermarket A,356,265,91,2026-03-08,6,0,3.4,Delivered,3,682.89,Excellent quality and fast delivery,3
2026-03-17,BATCH-1445,Rucola,Farm D,Restaurant Group,2306,1667,639,2026-03-19,227,5,2.6,Delayed,2,6877.9,Late delivery and poor product freshness,1
2026-04-16,BATCH-1446,Baby Leaf,Farm A,Supermarket A,1241,793,448,2026-04-20,38,16,7.2,Delivered,1,1217.01,Very fresh and reliable supplier,2
2026-03-02,BATCH-1447,Spinach,Farm B,Distributor X,2058,170,1888,2026-03-11,69,21,6.7,Delayed,1,492.19,Excellent quality and fast delivery,3
2026-03-31,BATCH-1448,Rucola,Farm C,Distributor X,2721,1969,752,2026-04-05,297,5,4.0,Delayed,2,2957.62,Fresh product and good packaging,1
2026-01-06,BATCH-1449,Mixed Salad,Farm B,Distributor X,735,483,252,2026-01-08,54,34,4.2,Delivered,1,2376.96,Delivery was late but product quality was acceptable,1
2026-03-18,BATCH-1450,Spinach,Farm C,Restaurant Group,2857,2084,773,2026-03-20,293,13,6.0,Delivered,1,9805.9,Delivery was late but product quality was acceptable,3
2026-03-03,BATCH-1451,Baby Leaf,Farm A,Supermarket A,1705,1237,468,2026-03-09,197,36,3.0,Delivered,2,5050.15,Clean product and satisfied customer,2
2026-02-08,BATCH-1452,Spinach,Farm D,Distributor X,264,199,65,2026-02-10,22,6,3.2,Delivered,3,499.77,Poor freshness and damaged packaging,3
2026-04-27,BATCH-1453,Baby Leaf,Farm A,Supermarket A,1233,533,700,2026-05-02,69,21,6.4,Delayed,0,1090.1,Spoiled leaves and bad smell reported,2
2026-02-18,BATCH-1454,Baby Leaf,Farm A,Distributor X,2458,1001,1457,2026-02-26,334,26,4.1,Delivered,3,2128.96,Good quality but delivery delay,5
2026-02-27,BATCH-1455,Baby Leaf,Farm B,Distributor X,1790,1732,58,2026-03-07,66,22,5.8,Delivered,0,5817.59,Packaging was damaged during transport,3
2026-03-02,BATCH-1456,Rucola,Farm A,Supermarket A,2279,2026,253,2026-03-09,179,31,7.6,Delayed,2,8887.71,Poor freshness and damaged packaging,5
2026-02-28,BATCH-1457,Spinach,Farm C,Supermarket A,2321,1314,1007,2026-03-09,14,26,6.3,Delayed,1,4138.55,Very fresh and reliable supplier,2
2026-03-24,BATCH-1458,Rucola,Farm C,Restaurant Group,2361,2160,201,2026-04-02,202,9,6.4,Delayed,2,3898.26,Good quality but delivery delay,5
2026-01-31,BATCH-1459,Rucola,Farm A,Supermarket A,565,219,346,2026-02-02,1,31,4.9,Delayed,3,564.34,Fresh product and good packaging,1
2026-01-02,BATCH-1460,Spinach,Farm C,Supermarket A,2615,1217,1398,2026-01-08,182,28,5.3,Delivered,0,2658.05,Poor freshness and damaged packaging,5
2026-03-15,BATCH-1461,Rucola,Farm A,Distributor X,1305,172,1133,2026-03-20,81,19,5.5,Delivered,2,290.82,Spoiled leaves and bad smell reported,3
2026-01-29,BATCH-1462,Spinach,Farm B,Restaurant Group,2171,828,1343,2026-02-03,180,2,4.1,Delayed,2,2890.83,Fresh product and good packaging,4
2026-03-11,BATCH-1463,Spinach,Farm C,Supermarket A,842,148,694,2026-03-18,6,35,6.8,Delivered,1,426.64,Fresh product and good packaging,1
2026-04-19,BATCH-1464,Spinach,Farm D,Supermarket A,1341,563,778,2026-04-27,91,5,5.8,Delayed,2,2321.13,Very fresh and reliable supplier,2
2026-02-10,BATCH-1465,Spinach,Farm A,Supermarket A,398,260,138,2026-02-15,2,3,6.3,Delivered,1,778.67,Fresh product and good packaging,4
2026-01-29,BATCH-1466,Spinach,Farm D,Restaurant Group,755,689,66,2026-02-04,27,35,2.3,Delayed,0,1896.72,Packaging was damaged during transport,1
2026-03-12,BATCH-1467,Lettuce,Farm D,Distributor X,1603,229,1374,2026-03-19,130,11,6.2,Delayed,3,678.76,Delivery was late but product quality was acceptable,2
2026-03-16,BATCH-1468,Baby Leaf,Farm D,Restaurant Group,1732,337,1395,2026-03-19,11,29,4.0,Delayed,2,1160.71,Delivery was late but product quality was acceptable,4
2026-04-02,BATCH-1469,Baby Leaf,Farm D,Distributor X,2812,2766,46,2026-04-06,68,10,3.6,Delivered,1,11311.66,Spoiled leaves and bad smell reported,5
2026-04-20,BATCH-1470,Rucola,Farm B,Supermarket A,1610,192,1418,2026-04-29,148,10,6.2,Delayed,3,784.44,Packaging was damaged during transport,2
2026-04-17,BATCH-1471,Spinach,Farm A,Restaurant Group,2029,463,1566,2026-04-20,144,2,3.8,Delivered,0,1609.14,Poor freshness and damaged packaging,2
2026-04-16,BATCH-1472,Baby Leaf,Farm B,Supermarket A,1065,205,860,2026-04-21,81,4,2.7,Delayed,0,824.91,Clean product and satisfied customer,5
2026-03-09,BATCH-1473,Spinach,Farm C,Supermarket A,2899,1125,1774,2026-03-14,9,20,6.8,Delayed,3,2022.05,Clean product and satisfied customer,2
2026-02-03,BATCH-1474,Lettuce,Farm B,Restaurant Group,1053,760,293,2026-02-11,19,23,4.3,Delivered,0,3067.69,Clean product and satisfied customer,5
2026-03-16,BATCH-1475,Spinach,Farm C,Restaurant Group,285,143,142,2026-03-19,5,16,5.7,Delayed,3,376.97,Late delivery and poor product freshness,5
2025-12-30,BATCH-1476,Rucola,Farm B,Distributor X,269,184,85,2026-01-08,32,17,2.4,Delivered,3,815.33,Very fresh and reliable supplier,3
2026-02-14,BATCH-1477,Spinach,Farm D,Restaurant Group,309,279,30,2026-02-17,24,10,6.8,Delivered,3,833.47,Packaging was damaged during transport,5
2026-03-29,BATCH-1478,Rucola,Farm A,Restaurant Group,2823,554,2269,2026-04-01,174,32,4.4,Delayed,2,2500.09,Clean product and satisfied customer,2
2026-01-09,BATCH-1479,Lettuce,Farm A,Restaurant Group,2335,1665,670,2026-01-17,176,10,7.2,Delayed,3,5508.15,Late delivery and poor product freshness,1
2026-02-20,BATCH-1480,Mixed Salad,Farm B,Distributor X,2457,840,1617,2026-02-24,309,15,3.9,Delayed,1,1425.3,Late delivery and poor product freshness,2
2026-03-03,BATCH-1481,Spinach,Farm B,Restaurant Group,2359,104,2255,2026-03-09,338,28,3.3,Delayed,2,193.26,Excellent quality and fast delivery,3
2026-01-11,BATCH-1482,Baby Leaf,Farm A,Restaurant Group,867,693,174,2026-01-16,1,36,4.4,Delayed,3,1878.38,Packaging was damaged during transport,4
2026-02-15,BATCH-1483,Baby Leaf,Farm C,Restaurant Group,2791,1520,1271,2026-02-20,332,14,3.2,Delivered,2,6325.33,Delivery was late but product quality was acceptable,4
2026-02-03,BATCH-1484,Lettuce,Farm C,Restaurant Group,2957,2724,233,2026-02-09,420,22,4.0,Delayed,0,5496.63,Packaging was damaged during transport,5
2026-04-06,BATCH-1485,Baby Leaf,Farm C,Distributor X,2882,1089,1793,2026-04-12,361,24,2.1,Delayed,0,2783.85,Fresh product and good packaging,4
2026-04-20,BATCH-1486,Mixed Salad,Farm A,Restaurant Group,2771,383,2388,2026-04-27,225,12,4.7,Delivered,3,1664.41,Very fresh and reliable supplier,4
2026-03-07,BATCH-1487,Rucola,Farm D,Supermarket A,744,170,574,2026-03-16,50,9,2.2,Delivered,1,439.63,Delivery was late but product quality was acceptable,3
2026-04-19,BATCH-1488,Lettuce,Farm C,Restaurant Group,1619,1113,506,2026-04-28,231,35,7.9,Delayed,1,4793.07,Delivery was late but product quality was acceptable,1
2026-02-27,BATCH-1489,Mixed Salad,Farm C,Restaurant Group,1532,757,775,2026-03-07,120,33,6.5,Delayed,0,2746.96,Excellent quality and fast delivery,4
2026-03-18,BATCH-1490,Spinach,Farm A,Distributor X,2835,965,1870,2026-03-27,217,16,4.4,Delivered,3,3417.62,Very fresh and reliable supplier,2
2026-03-11,BATCH-1491,Lettuce,Farm A,Distributor X,1669,393,1276,2026-03-13,67,6,3.5,Delivered,3,769.77,Late delivery and poor product freshness,3
2026-03-17,BATCH-1492,Spinach,Farm D,Supermarket A,888,479,409,2026-03-25,26,3,7.6,Delayed,3,1515.61,Delivery was late but product quality was acceptable,1
2026-02-02,BATCH-1493,Spinach,Farm C,Supermarket A,1337,1116,221,2026-02-07,54,20,4.5,Delivered,3,2470.8,Packaging was damaged during transport,5
2026-02-04,BATCH-1494,Lettuce,Farm D,Supermarket A,406,250,156,2026-02-10,14,16,4.8,Delivered,2,641.79,Excellent quality and fast delivery,4
2026-01-19,BATCH-1495,Mixed Salad,Farm A,Distributor X,1691,919,772,2026-01-21,171,3,4.3,Delayed,0,1401.47,Very fresh and reliable supplier,1
2026-02-11,BATCH-1496,Mixed Salad,Farm D,Distributor X,430,109,321,2026-02-17,7,0,6.3,Delivered,1,233.81,Spoiled leaves and bad smell reported,1
2026-04-20,BATCH-1497,Spinach,Farm A,Restaurant Group,1368,168,1200,2026-04-28,51,39,4.6,Delivered,2,712.7,Fresh product and good packaging,5
2026-02-10,BATCH-1498,Baby Leaf,Farm C,Supermarket A,1215,708,507,2026-02-15,121,9,5.1,Delivered,0,3007.7,Spoiled leaves and bad smell reported,4
2026-02-08,BATCH-1499,Lettuce,Farm D,Restaurant Group,2047,1361,686,2026-02-15,24,27,3.6,Delivered,1,3586.44,Good quality but delivery delay,5
